,,living room 1,,living room 2,,living room 3,,bedroom,,staircase low,,staircase up,,,,,,,,,,,,
Date,Time,T up L (GF),RH up L (GF),T low L (GF),RH low L (GF),T low R (GF),RH low R (GF),T R (1F),RH R (1F),T clay Low,RH clay Low (60mm),T clay Up,RH clay Up (100mm),T clay-flex Low,RH clay-flex Low,T clay-flex Up,RH clay-flex Up,,,,,,,
21/09/2013,17:00:00,,,14.85,70.7,15.62,71.7,,,15.62,59.4,,,16.38,60.2,,,,,,,,,
21/09/2013,18:00:00,,,14.85,70.7,15.62,71.7,,,15.62,59.4,,,16.38,60.2,,,,,,,,,
21/09/2013,19:00:00,,,14.85,70.7,15.62,71.7,,,15.62,59.4,,,16.38,60.2,,,,,,,,,
21/09/2013,20:00:00,,,14.85,70.7,15.62,71.7,,,15.62,59.4,,,16.38,60.2,,,,,,,,,
21/09/2013,21:00:00,,,14.85,70.7,15.62,71.7,,,15.62,59.4,,,16.38,60.2,,,,,,,,,
21/09/2013,22:00:00,,,14.85,70.7,15.62,71.7,,,15.62,59.4,,,16.38,60.2,,,,,,,,,
21/09/2013,23:00:00,,,14.85,70.7,15.62,71.7,,,15.62,59.6,,,16.38,60.2,,,,,,,,,
22/09/2013,00:00:00,,,14.85,70.7,16,71.7,,,15.62,59.6,,,16.38,60.2,,,,,,,,,
22/09/2013,01:00:00,,,14.85,70.7,16,72.3,,,16,59.5,,,16.38,60.2,,,,,,,,,
22/09/2013,02:00:00,,,15.23,70.7,16,72.3,,,16,59.5,,,16.38,60.2,,,,,,,,,
22/09/2013,03:00:00,,,15.23,71.2,16,72.3,,,16,59.5,,,16.76,60.1,,,,,,,,,
22/09/2013,04:00:00,,,15.23,71.2,16,72.3,,,16,59.5,,,16.76,60.1,,,,,,,,,
22/09/2013,05:00:00,,,15.23,71.2,16,72.3,,,16,59.5,,,16.76,60.1,,,,,,,,,
22/09/2013,06:00:00,,,15.23,71.2,16,72.3,,,16,59.5,,,16.76,60.1,,,,,,,,,
22/09/2013,07:00:00,,,15.23,71.2,16,72.3,,,16,59.5,,,16.76,60.1,,,,,,,,,
22/09/2013,08:00:00,,,15.23,71.2,16,72.3,,,16,59.5,,,16.76,60.1,,,,,,,,,
22/09/2013,09:00:00,,,15.62,71.2,16,72.3,,,16.38,59.4,,,16.76,60.3,,,,,,,,,
22/09/2013,10:00:00,,,15.62,70.6,16.38,72.2,,,16.38,59.4,,,16.76,60.3,,,,,,,,,
22/09/2013,11:00:00,,,15.62,70.6,16.38,72.2,,,16.38,59.4,,,16.76,60.3,,,,,,,,,
22/09/2013,12:00:00,,,15.62,70.6,16.38,72.2,,,16.38,59.4,,,17.14,60.2,,,,,,,,,
22/09/2013,13:00:00,,,15.62,71.2,16.38,72.2,,,16.38,59.4,,,17.14,60.2,,,,,,,,,
22/09/2013,14:00:00,,,15.62,71.2,16.38,72.2,,,16.38,59.4,,,17.14,60.2,,,,,,,,,
22/09/2013,15:00:00,,,15.62,71.2,16.38,72.2,,,16.38,59.4,,,17.14,60.5,,,,,,,,,
22/09/2013,16:00:00,,,15.62,71.2,16.38,72.2,,,16.38,59.4,,,17.14,60.5,,,,,,,,,
22/09/2013,17:00:00,,,15.62,71.2,16.38,72.9,,,16.76,59.6,,,17.14,60.5,,,,,,,,,
22/09/2013,18:00:00,,,15.62,71.2,16.38,72.9,,,16.76,59.6,,,17.14,60.5,,,,,,,,,
22/09/2013,19:00:00,,,15.62,71.2,16.38,72.9,,,16.76,59.6,,,17.14,60.5,,,,,,,,,
22/09/2013,20:00:00,,,16,71.1,16.76,72.8,,,16.76,59.6,,,17.52,60.4,,,,,,,,,
22/09/2013,21:00:00,,,16,71.1,16.76,72.8,,,16.76,59.6,,,17.52,60.4,,,,,,,,,
22/09/2013,22:00:00,,,16,71.1,16.76,72.8,,,17.14,59.5,,,17.52,60.4,,,,,,,,,
22/09/2013,23:00:00,,,16,71.7,16.76,72.8,,,17.14,59.5,,,17.52,60.7,,,,,,,,,
23/09/2013,00:00:00,,,16.38,71.6,17.14,72.8,,,17.14,59.5,,,17.52,60.7,,,,,,,,,
23/09/2013,01:00:00,,,16.38,71.6,17.14,72.8,,,17.14,59.7,,,17.52,60.7,,,,,,,,,
23/09/2013,02:00:00,,,16.38,71.6,17.14,72.8,,,17.52,59.4,,,17.9,60.6,,,,,,,,,
23/09/2013,03:00:00,,,16.38,71.6,17.14,72.8,,,17.52,59.4,,,17.9,60.6,,,,,,,,,
23/09/2013,04:00:00,,,16.38,71.6,17.14,72.8,,,17.52,59.4,,,17.9,60.6,,,,,,,,,
23/09/2013,05:00:00,,,16.38,71.6,17.14,72.8,,,17.52,59.4,,,17.9,60.6,,,,,,,,,
23/09/2013,06:00:00,,,16.38,71.6,17.14,72.8,,,17.52,59.4,,,17.9,60.6,,,,,,,,,
23/09/2013,07:00:00,,,16.38,71.6,17.14,72.8,,,17.52,59.4,,,17.9,60.6,,,,,,,,,
23/09/2013,08:00:00,,,16.38,71.6,17.14,72.8,,,17.52,59.4,,,17.9,60.6,,,,,,,,,
23/09/2013,09:00:00,,,16.38,71.6,17.14,72.8,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
23/09/2013,10:00:00,,,16.38,71.6,17.14,72.8,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
23/09/2013,11:00:00,,,16.38,71.6,17.14,72.8,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
23/09/2013,12:00:00,,,16.38,71.6,17.14,72.8,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
23/09/2013,13:00:00,,,16.38,71.6,17.14,72.8,,,17.9,59,,,18.28,60.8,,,,,,,,,
23/09/2013,14:00:00,,,16.38,71.6,17.14,72.8,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
23/09/2013,15:00:00,,,16.38,71.6,17.14,72.8,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
23/09/2013,16:00:00,,,16.38,71.6,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
23/09/2013,17:00:00,,,16.38,71.6,17.14,72.8,,,17.9,59,,,17.9,60.9,,,,,,,,,
23/09/2013,18:00:00,,,16.38,71.6,17.14,73.5,,,17.9,59,,,17.9,60.6,,,,,,,,,
23/09/2013,19:00:00,,,16.38,71.6,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
23/09/2013,20:00:00,,,16.38,71.6,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
23/09/2013,21:00:00,,,16.38,71.6,17.14,73.5,,,17.9,59,,,18.28,60.8,,,,,,,,,
23/09/2013,22:00:00,,,16.76,71.6,17.14,73.5,,,17.9,59,,,18.28,60.8,,,,,,,,,
23/09/2013,23:00:00,,,16.76,71.6,17.14,73.5,,,17.9,59,,,18.28,60.8,,,,,,,,,
24/09/2013,00:00:00,,,16.76,71.6,17.14,73.5,,,17.9,59,,,18.28,60.8,,,,,,,,,
24/09/2013,01:00:00,,,16.76,71.6,17.14,73.5,,,17.9,59,,,18.28,60.8,,,,,,,,,
24/09/2013,02:00:00,,,16.76,71.6,17.52,73.4,,,17.9,59,,,18.28,60.8,,,,,,,,,
24/09/2013,03:00:00,,,16.76,72.2,17.14,73.5,,,17.9,59,,,18.28,60.8,,,,,,,,,
24/09/2013,04:00:00,,,16.76,72.2,17.14,73.5,,,17.9,59,,,18.28,60.8,,,,,,,,,
24/09/2013,05:00:00,,,16.76,72.2,17.14,73.5,,,17.9,59,,,18.28,60.5,,,,,,,,,
24/09/2013,06:00:00,,,16.76,71.6,17.14,73.5,,,17.9,59,,,18.28,60.5,,,,,,,,,
24/09/2013,07:00:00,,,16.76,71.6,17.14,73.5,,,17.9,59,,,17.9,60.6,,,,,,,,,
24/09/2013,08:00:00,,,16.38,71.6,17.14,73.5,,,17.9,58.8,,,17.9,60.6,,,,,,,,,
24/09/2013,09:00:00,,,16.38,71.6,17.14,73.5,,,17.9,58.8,,,17.9,60.6,,,,,,,,,
24/09/2013,10:00:00,,,16.38,71.6,17.14,73.5,,,17.52,58.9,,,17.9,60.6,,,,,,,,,
24/09/2013,11:00:00,,,16.38,71.6,17.14,73.5,,,17.52,58.9,,,17.9,60.6,,,,,,,,,
24/09/2013,12:00:00,,,16.38,71.6,17.14,73.5,,,17.52,58.9,,,17.9,60.6,,,,,,,,,
24/09/2013,13:00:00,,,16.38,71.6,17.14,73.5,,,17.52,58.9,,,17.9,60.6,,,,,,,,,
24/09/2013,14:00:00,,,16.38,71.6,17.14,73.5,,,17.52,58.9,,,17.9,60.6,,,,,,,,,
24/09/2013,15:00:00,,,16.38,71.6,17.14,73.5,,,17.52,58.9,,,17.9,60.6,,,,,,,,,
24/09/2013,16:00:00,,,16.38,71.6,17.14,73.5,,,17.52,58.9,,,17.9,60.6,,,,,,,,,
24/09/2013,17:00:00,,,16.38,71.6,17.14,72.8,,,17.52,58.9,,,17.9,60.6,,,,,,,,,
24/09/2013,18:00:00,,,16.38,71.6,17.14,73.5,,,17.52,58.9,,,17.9,60.6,,,,,,,,,
24/09/2013,19:00:00,,,16.38,71.6,17.14,73.5,,,17.52,58.9,,,17.9,60.6,,,,,,,,,
24/09/2013,20:00:00,,,16.38,71.6,16.76,73.5,,,17.52,58.9,,,17.9,60.6,,,,,,,,,
24/09/2013,21:00:00,,,16.38,71.6,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
24/09/2013,22:00:00,,,16.38,71.6,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
24/09/2013,23:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,00:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,01:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,02:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,03:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,04:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,05:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,06:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,07:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,08:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,09:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,10:00:00,,,16.38,71.6,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,11:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,12:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,13:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,14:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,15:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,16:00:00,,,16.38,71.6,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,17:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,18:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,19:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,20:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,21:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,22:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
25/09/2013,23:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
26/09/2013,00:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.4,,,17.9,60.6,,,,,,,,,
26/09/2013,01:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.4,,,17.9,60.6,,,,,,,,,
26/09/2013,02:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.4,,,17.9,60.6,,,,,,,,,
26/09/2013,03:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.4,,,17.9,60.6,,,,,,,,,
26/09/2013,04:00:00,,,16.76,72.2,17.52,74.1,,,17.52,59.4,,,17.9,60.6,,,,,,,,,
26/09/2013,05:00:00,,,16.76,72.2,17.52,74.1,,,17.52,59.4,,,17.9,60.6,,,,,,,,,
26/09/2013,06:00:00,,,16.76,72.2,17.52,74.1,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
26/09/2013,07:00:00,,,16.76,72.2,17.52,74.1,,,17.52,59.1,,,18.28,60.5,,,,,,,,,
26/09/2013,08:00:00,,,16.76,72.2,17.52,74.1,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
26/09/2013,09:00:00,,,16.76,72.2,17.52,74.1,,,17.9,59,,,17.9,60.6,,,,,,,,,
26/09/2013,10:00:00,,,16.76,72.2,17.52,74.1,,,17.9,59,,,18.28,60.5,,,,,,,,,
26/09/2013,11:00:00,,,16.76,72.2,17.52,74.1,,,17.9,59,,,18.28,60.8,,,,,,,,,
26/09/2013,12:00:00,,,16.76,72.2,17.52,74.1,,,17.52,59.1,,,18.28,60.8,,,,,,,,,
26/09/2013,13:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.1,,,18.28,60.8,,,,,,,,,
26/09/2013,14:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
26/09/2013,15:00:00,,,16.76,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
26/09/2013,16:00:00,,,16.76,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
26/09/2013,17:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
26/09/2013,18:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
26/09/2013,19:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
26/09/2013,20:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
26/09/2013,21:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.1,,,18.28,60.8,,,,,,,,,
26/09/2013,22:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.1,,,18.28,60.8,,,,,,,,,
26/09/2013,23:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.4,,,18.28,60.8,,,,,,,,,
27/09/2013,00:00:00,,,16.76,72.2,17.52,74.1,,,17.52,59.4,,,18.28,60.8,,,,,,,,,
27/09/2013,01:00:00,,,16.76,72.2,17.52,74.1,,,17.52,59.4,,,18.28,60.8,,,,,,,,,
27/09/2013,02:00:00,,,16.76,72.2,17.52,74.1,,,17.52,59.4,,,18.28,60.8,,,,,,,,,
27/09/2013,03:00:00,,,16.76,72.2,17.52,74.1,,,17.52,59.4,,,18.28,60.5,,,,,,,,,
27/09/2013,04:00:00,,,16.76,72.2,17.14,74.2,,,17.9,59.3,,,17.9,60.9,,,,,,,,,
27/09/2013,05:00:00,,,16.76,72.2,17.14,74.2,,,17.9,59.3,,,18.28,60.8,,,,,,,,,
27/09/2013,06:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
27/09/2013,07:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
27/09/2013,08:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
27/09/2013,09:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
27/09/2013,10:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
27/09/2013,11:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
27/09/2013,12:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
27/09/2013,13:00:00,,,16.76,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
27/09/2013,14:00:00,,,16.38,72.2,17.14,74.2,,,17.52,58.9,,,17.9,60.6,,,,,,,,,
27/09/2013,15:00:00,,,16.38,72.2,17.14,73.5,,,17.52,58.9,,,17.9,60.9,,,,,,,,,
27/09/2013,16:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
27/09/2013,17:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
27/09/2013,18:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
27/09/2013,19:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
27/09/2013,20:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
27/09/2013,21:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.4,,,17.9,60.9,,,,,,,,,
27/09/2013,22:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.4,,,17.9,60.6,,,,,,,,,
27/09/2013,23:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.4,,,17.9,60.6,,,,,,,,,
28/09/2013,00:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.4,,,17.9,60.6,,,,,,,,,
28/09/2013,01:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.4,,,17.9,60.9,,,,,,,,,
28/09/2013,02:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.4,,,17.9,60.9,,,,,,,,,
28/09/2013,03:00:00,,,16.76,72.2,17.14,74.2,,,17.52,59.4,,,17.9,60.9,,,,,,,,,
28/09/2013,04:00:00,,,16.76,72.2,17.14,74.2,,,17.9,59.3,,,17.9,60.9,,,,,,,,,
28/09/2013,05:00:00,,,16.76,72.2,17.14,74.2,,,17.9,59.3,,,17.9,60.9,,,,,,,,,
28/09/2013,06:00:00,,,16.76,72.2,17.14,74.2,,,17.9,59.3,,,17.9,60.9,,,,,,,,,
28/09/2013,07:00:00,,,16.38,72.2,17.14,74.2,,,17.9,59,,,17.9,60.9,,,,,,,,,
28/09/2013,08:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
28/09/2013,09:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
28/09/2013,10:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
28/09/2013,11:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
28/09/2013,12:00:00,,,16.38,72.2,17.14,73.5,,,17.52,58.9,,,17.9,60.6,,,,,,,,,
28/09/2013,13:00:00,,,16.38,72.2,17.14,73.5,,,17.52,58.9,,,17.9,60.9,,,,,,,,,
28/09/2013,14:00:00,,,16.38,72.2,17.14,73.5,,,17.52,58.9,,,17.9,60.9,,,,,,,,,
28/09/2013,15:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
28/09/2013,16:00:00,,,16.38,72.2,16.76,73.5,,,17.52,58.9,,,17.9,60.6,,,,,,,,,
28/09/2013,17:00:00,,,16.38,72.2,16.76,73.5,,,17.52,58.9,,,17.9,60.6,,,,,,,,,
28/09/2013,18:00:00,,,16.38,72.2,16.76,73.5,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
28/09/2013,19:00:00,,,16.38,72.2,16.76,74.2,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
28/09/2013,20:00:00,,,16.38,72.2,16.76,74.2,,,17.52,58.9,,,17.9,60.6,,,,,,,,,
28/09/2013,21:00:00,,,16.38,72.2,16.76,74.2,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
28/09/2013,22:00:00,,,16.38,72.2,16.76,74.2,,,17.52,59.1,,,17.9,60.6,,,,,,,,,
28/09/2013,23:00:00,,,16.38,72.2,16.76,74.2,,,17.14,59.2,,,17.9,60.6,,,,,,,,,
29/09/2013,00:00:00,,,16.38,72.2,16.76,74.2,,,17.14,59.2,,,17.52,60.7,,,,,,,,,
29/09/2013,01:00:00,,,16.38,72.2,16.76,74.2,,,17.14,59.2,,,17.9,60.6,,,,,,,,,
29/09/2013,02:00:00,,,16.38,72.2,16.76,74.2,,,17.14,59.2,,,17.52,60.7,,,,,,,,,
29/09/2013,03:00:00,,,16.38,72.2,16.76,74.2,,,17.14,59.2,,,17.52,60.7,,,,,,,,,
29/09/2013,04:00:00,,,16.38,72.2,16.76,74.2,,,17.14,59.2,,,17.52,60.7,,,,,,,,,
29/09/2013,05:00:00,,,16.38,72.2,16.76,74.2,,,17.14,59.2,,,17.52,60.7,,,,,,,,,
29/09/2013,06:00:00,,,16.38,72.2,16.76,74.2,,,17.14,59.2,,,17.52,60.7,,,,,,,,,
29/09/2013,07:00:00,,,16.38,72.2,16.76,74.2,,,17.14,59.2,,,17.52,60.7,,,,,,,,,
29/09/2013,08:00:00,,,16.38,72.2,16.76,74.2,,,17.14,59.2,,,17.52,60.7,,,,,,,,,
29/09/2013,09:00:00,,,16,72.3,16.76,74.2,,,17.14,59.2,,,17.52,60.7,,,,,,,,,
29/09/2013,10:00:00,,,16,72.3,16.76,74.2,,,17.14,59.2,,,17.52,60.7,,,,,,,,,
29/09/2013,11:00:00,,,16,72.3,16.76,74.2,,,17.14,59,,,17.52,60.7,,,,,,,,,
29/09/2013,12:00:00,,,16,72.3,16.76,73.5,,,17.14,59,,,17.52,60.7,,,,,,,,,
29/09/2013,13:00:00,,,16,72.3,16.76,73.5,,,17.14,59,,,17.52,60.7,,,,,,,,,
29/09/2013,14:00:00,,,16,71.7,16.76,73.5,,,17.14,59,,,17.52,60.7,,,,,,,,,
29/09/2013,15:00:00,,,16,71.7,16.76,73.5,,,17.14,59,,,17.52,60.7,,,,,,,,,
29/09/2013,16:00:00,,,16,71.7,16.76,73.5,,,17.14,59,,,17.52,60.7,,,,,,,,,
29/09/2013,17:00:00,,,16,72.3,16.76,73.5,,,17.14,59,,,17.52,60.7,,,,,,,,,
29/09/2013,18:00:00,,,16,72.3,16.76,73.5,,,17.14,59,,,17.52,60.7,,,,,,,,,
29/09/2013,19:00:00,,,16,72.3,16.76,74.2,,,17.14,59,,,17.52,60.7,,,,,,,,,
29/09/2013,20:00:00,,,16,72.3,16.76,74.2,,,17.14,59.2,,,17.52,60.7,,,,,,,,,
29/09/2013,21:00:00,,,16.38,72.2,16.76,74.2,,,17.14,59.2,,,17.52,60.7,,,,,,,,,
29/09/2013,22:00:00,,,16,72.3,16.76,74.2,,,17.14,59.2,,,17.52,60.7,,,,,,,,,
29/09/2013,23:00:00,,,16.38,72.2,16.76,74.2,,,17.14,59.2,,,17.52,60.7,,,,,,,,,
30/09/2013,00:00:00,,,16.38,72.2,16.76,74.2,,,17.52,59.4,,,17.52,60.7,,,,,,,,,
30/09/2013,01:00:00,,,16.38,72.2,16.76,74.2,,,17.52,59.4,,,17.52,60.7,,,,,,,,,
30/09/2013,02:00:00,,,16.38,72.2,16.76,74.2,,,17.52,59.4,,,17.9,60.6,,,,,,,,,
30/09/2013,03:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.4,,,17.9,60.6,,,,,,,,,
30/09/2013,04:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.4,,,17.9,60.6,,,,,,,,,
30/09/2013,05:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.4,,,17.9,60.6,,,,,,,,,
30/09/2013,06:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
30/09/2013,07:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
30/09/2013,08:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
30/09/2013,09:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
30/09/2013,10:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
30/09/2013,11:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
30/09/2013,12:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
30/09/2013,13:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
30/09/2013,14:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
30/09/2013,15:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
30/09/2013,16:00:00,,,16.38,72.2,16.76,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
30/09/2013,17:00:00,,,16.38,72.2,16.76,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
30/09/2013,18:00:00,,,16.38,72.2,16.76,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
30/09/2013,19:00:00,,,16.38,72.2,16.76,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
30/09/2013,20:00:00,,,16.38,72.2,16.76,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
30/09/2013,21:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
30/09/2013,22:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
30/09/2013,23:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
01/10/2013,00:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
01/10/2013,01:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.4,,,17.9,60.9,,,,,,,,,
01/10/2013,02:00:00,,,16.38,72.2,17.14,74.2,,,17.52,59.4,,,17.9,60.9,,,,,,,,,
01/10/2013,03:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.4,,,17.9,60.9,,,,,,,,,
01/10/2013,04:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.4,,,17.9,60.9,,,,,,,,,
01/10/2013,05:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.4,,,17.9,60.9,,,,,,,,,
01/10/2013,06:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
01/10/2013,07:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
01/10/2013,08:00:00,,,16.38,72.2,17.14,73.5,,,17.52,59.1,,,17.9,60.9,,,,,,,,,
