,,living room 1,,living room 2,,living room 3,,bedroom,,staircase low,,staircase up,,,,,,,,,,,,
Date,Time,T up L (GF),RH up L (GF),T low L (GF),RH low L (GF),T low R (GF),RH low R (GF),T R (1F),RH R (1F),T clay Low,RH clay Low (60mm),T clay Up,RH clay Up (100mm),T clay-flex Low,RH clay-flex Low,T clay-flex Up,RH clay-flex Up,,,,,,,
06/11/2012,04:00:00,10.99,71.5,9.03,79.5,10.21,77.6,10.21,79.4,9.82,68.9,9.82,71.2,11.38,64.6,10.6,65.8,,,,,,,
06/11/2012,05:00:00,10.99,71.5,9.03,80.6,10.21,77.6,10.6,79.3,9.82,68.9,9.82,71.2,11.38,64.6,10.6,65.4,,,,,,,
06/11/2012,06:00:00,10.99,71,8.63,80.6,10.21,76.8,10.21,79.4,9.82,68.9,9.82,71.7,11.38,64.9,10.6,65.4,,,,,,,
06/11/2012,07:00:00,10.99,71,8.63,80.6,10.21,76.8,10.21,79.4,9.82,68.9,9.82,71.2,11.38,64.6,10.6,65.1,,,,,,,
06/11/2012,08:00:00,10.99,71,8.63,79.6,10.21,76.8,10.21,79.4,9.82,68.5,9.82,71.2,11.38,64.6,10.6,65.1,,,,,,,
06/11/2012,09:00:00,10.6,71.1,8.63,79.6,9.82,76.8,10.21,79.4,9.82,68.5,9.82,71.2,11.38,64.6,10.6,65.1,,,,,,,
06/11/2012,10:00:00,10.6,71.1,8.63,79.6,9.82,76.8,10.21,79.4,9.82,68.5,9.82,71.2,11.38,64.9,10.21,65.2,,,,,,,
06/11/2012,11:00:00,10.6,71.1,8.63,79.6,9.82,76.8,10.21,79.4,9.82,68.5,9.82,70.7,11.38,64.9,10.21,65.2,,,,,,,
06/11/2012,12:00:00,10.6,71.1,8.63,79.6,9.82,76.8,9.82,79.4,9.82,68.5,9.42,70.8,11.38,64.9,10.21,65.2,,,,,,,
06/11/2012,13:00:00,10.6,71.1,8.63,79.6,9.82,76.8,9.82,79.4,9.42,68.6,9.42,70.8,10.99,65,10.21,64.9,,,,,,,
06/11/2012,14:00:00,10.6,71.1,8.63,79.6,9.82,76.8,9.82,78.5,9.42,68.6,9.42,70.8,10.99,65,10.21,64.9,,,,,,,
06/11/2012,15:00:00,10.21,70.6,8.23,79.7,9.82,76.8,9.82,78.5,9.42,68.6,9.42,70.8,10.99,64.7,9.82,65,,,,,,,
06/11/2012,16:00:00,10.21,70.6,8.23,79.7,9.82,76.8,9.82,78.5,9.42,68.6,9.42,70.8,10.99,64.7,9.82,65,,,,,,,
06/11/2012,17:00:00,10.21,70.6,8.23,79.7,9.82,76.8,9.82,78.5,9.42,68.6,9.42,70.8,10.99,64.7,9.82,65,,,,,,,
06/11/2012,18:00:00,10.21,70.6,8.23,79.7,9.82,76.8,9.82,78.5,9.42,68.6,9.42,70.8,10.99,64.7,9.82,65,,,,,,,
06/11/2012,19:00:00,10.21,70.6,8.63,79.6,9.82,76.1,9.82,78.5,9.42,68.6,9.42,70.8,10.99,64.7,9.82,64.7,,,,,,,
06/11/2012,20:00:00,10.6,71.1,8.63,79.6,9.82,76.8,9.42,78.6,9.42,68.2,9.42,70.3,10.99,65,10.21,64.6,,,,,,,
06/11/2012,21:00:00,10.6,71.1,8.63,79.6,9.82,76.8,9.82,78.5,9.42,68.2,9.42,69.9,10.99,65,10.21,64.9,,,,,,,
06/11/2012,22:00:00,10.6,71.1,8.63,79.6,9.82,76.8,9.82,78.5,9.42,68.6,9.42,69.9,11.38,65.2,10.21,65.2,,,,,,,
06/11/2012,23:00:00,10.6,71.1,8.63,79.6,9.82,76.8,9.82,79.4,9.42,68.6,9.42,70.3,11.38,65.2,10.21,65.2,,,,,,,
07/11/2012,00:00:00,10.6,71.1,8.63,79.6,9.82,76.8,9.82,78.5,9.82,68.5,9.42,70.3,11.38,64.9,10.21,65.2,,,,,,,
07/11/2012,01:00:00,10.6,71.1,8.63,79.6,9.82,76.8,9.82,79.4,9.82,68.5,9.42,70.3,11.38,64.9,10.21,65.5,,,,,,,
07/11/2012,02:00:00,10.6,71.1,8.63,79.6,9.82,76.8,9.82,79.4,9.82,68.9,9.42,70.8,11.38,64.9,10.21,65.2,,,,,,,
07/11/2012,03:00:00,10.6,70.6,8.63,79.6,9.82,76.8,10.21,79.4,9.82,68.9,9.42,70.8,11.38,64.9,10.21,65.2,,,,,,,
07/11/2012,04:00:00,10.6,70.6,8.63,79.6,9.82,76.8,9.82,79.4,9.82,68.9,9.42,70.8,11.38,64.9,10.21,65.2,,,,,,,
07/11/2012,05:00:00,10.6,70.6,8.63,79.6,9.82,76.8,10.21,79.4,9.82,68.9,9.42,70.8,11.38,64.9,10.21,65.2,,,,,,,
07/11/2012,06:00:00,10.6,70.6,8.63,80.6,9.82,76.8,9.82,79.4,9.82,68.9,9.42,70.8,11.38,64.9,10.21,65.2,,,,,,,
07/11/2012,07:00:00,10.6,70.6,8.63,79.6,9.82,76.8,9.82,79.4,9.82,68.9,9.42,70.8,11.38,64.9,10.21,64.9,,,,,,,
07/11/2012,08:00:00,10.99,71,9.03,79.5,10.21,76.8,9.82,79.4,9.82,68.5,9.82,70.3,11.38,64.9,10.21,64.9,,,,,,,
07/11/2012,09:00:00,10.99,71,9.03,79.5,10.21,76.8,9.82,79.4,9.82,68.5,9.82,70.3,11.38,65.2,10.21,65.2,,,,,,,
07/11/2012,10:00:00,10.99,71,9.03,79.5,10.21,76.8,9.82,79.4,9.82,68.5,9.42,70.3,11.38,65.2,10.21,65.2,,,,,,,
07/11/2012,11:00:00,10.99,71,9.03,79.5,10.21,76.8,9.82,79.4,9.82,68.9,9.42,70.8,11.38,65.2,10.21,65.2,,,,,,,
07/11/2012,12:00:00,10.6,70.6,9.03,79.5,10.21,76.8,9.82,79.4,9.82,68.5,9.42,70.8,11.38,65.2,10.21,65.2,,,,,,,
07/11/2012,13:00:00,10.6,70.6,9.03,79.5,10.21,76.8,9.82,79.4,9.82,68.9,9.42,70.8,11.38,65.2,10.21,65.2,,,,,,,
07/11/2012,14:00:00,10.6,70.6,9.03,79.5,10.21,76.8,9.82,79.4,9.82,68.5,9.42,70.8,11.38,64.9,10.21,65.2,,,,,,,
07/11/2012,15:00:00,10.6,70.6,9.03,79.5,10.21,76.8,9.82,79.4,9.82,68.5,9.42,70.8,11.38,64.9,10.21,64.9,,,,,,,
07/11/2012,16:00:00,10.99,70.5,9.03,79.5,10.21,76.8,9.82,79.4,9.82,68.5,9.42,70.8,11.38,64.9,10.21,64.9,,,,,,,
07/11/2012,17:00:00,10.99,70.5,9.03,79.5,10.21,76.8,9.82,79.4,9.82,68.5,9.42,70.8,11.38,65.2,10.21,64.9,,,,,,,
07/11/2012,18:00:00,10.99,71,9.03,79.5,10.21,76.8,9.82,79.4,9.82,68.5,9.42,70.3,11.38,64.9,10.21,64.6,,,,,,,
07/11/2012,19:00:00,10.99,71,9.03,79.5,10.21,76.8,10.21,79.4,9.82,68.5,9.82,69.8,11.38,65.2,10.21,64.9,,,,,,,
07/11/2012,20:00:00,10.99,71.5,9.03,79.5,10.21,76.8,10.21,79.4,10.21,68.4,9.82,69.8,11.77,65.5,10.6,65.1,,,,,,,
07/11/2012,21:00:00,11.38,72,9.03,79.5,10.21,76.8,10.21,79.4,10.21,68.4,9.82,70.3,11.77,65.5,10.6,65.1,,,,,,,
07/11/2012,22:00:00,11.38,72.5,9.42,79.5,10.6,76.7,10.6,79.3,10.21,68.4,9.82,69.8,11.77,65.1,10.99,65.3,,,,,,,
07/11/2012,23:00:00,11.38,72.5,9.42,79.5,10.6,77.5,10.6,79.3,10.21,68.4,10.21,70.2,12.16,65.1,10.99,65.3,,,,,,,
08/11/2012,00:00:00,11.38,72,9.42,79.5,10.6,77.5,10.99,79.3,10.21,68.4,10.21,70.2,12.16,65.4,10.99,65.7,,,,,,,
08/11/2012,01:00:00,11.38,72,9.42,79.5,10.6,77.5,10.99,80.3,10.21,68.9,10.21,70.6,12.16,65.4,10.99,65.7,,,,,,,
08/11/2012,02:00:00,11.38,72,9.42,79.5,10.6,77.5,10.99,80.3,10.6,68.8,10.21,70.6,12.16,65.4,10.99,65.7,,,,,,,
08/11/2012,03:00:00,11.38,72,9.42,80.5,10.6,77.5,10.99,79.3,10.6,68.8,10.21,71.1,12.16,65.4,10.99,65.7,,,,,,,
08/11/2012,04:00:00,11.38,72,9.42,80.5,10.99,77.5,10.99,79.3,10.6,68.8,10.6,71.1,12.16,65.4,11.38,65.6,,,,,,,
08/11/2012,05:00:00,11.77,71.3,9.42,80.5,10.99,77.5,10.99,80.3,10.6,68.8,10.6,71.1,12.16,65.4,11.38,65.6,,,,,,,
08/11/2012,06:00:00,11.77,71.3,9.42,80.5,10.99,77.5,10.99,79.3,10.6,68.8,10.6,71.1,12.16,65.4,11.38,65.6,,,,,,,
08/11/2012,07:00:00,11.77,71.9,9.82,80.5,10.99,76.6,10.99,80.3,10.6,68.8,10.6,71.1,12.16,65.4,11.38,65.2,,,,,,,
08/11/2012,08:00:00,11.77,71.9,9.82,80.5,10.99,77.5,10.99,80.3,10.6,68.8,10.6,70.6,12.16,65.4,11.38,65.2,,,,,,,
08/11/2012,09:00:00,11.77,71.9,9.82,80.5,10.99,77.5,10.99,80.3,10.99,68.7,10.6,70.6,12.55,65.6,11.38,65.6,,,,,,,
08/11/2012,10:00:00,11.77,71.9,9.82,80.5,10.99,77.5,11.38,80.3,10.99,68.7,10.6,70.6,12.55,65.6,11.38,65.6,,,,,,,
08/11/2012,11:00:00,11.77,71.9,9.82,79.4,10.99,77.5,11.38,80.3,10.99,69.1,10.6,71.1,12.55,65.6,11.38,65.6,,,,,,,
08/11/2012,12:00:00,11.77,71.9,9.82,80.5,10.99,77.5,11.38,80.3,10.99,69.1,10.6,71.1,12.55,65.6,11.38,65.6,,,,,,,
08/11/2012,13:00:00,11.77,71.9,9.82,79.4,10.99,77.5,11.38,80.3,10.99,69.1,10.6,71.1,12.55,65.6,11.38,65.6,,,,,,,
08/11/2012,14:00:00,12.16,71.8,9.82,79.4,10.99,77.5,11.38,80.3,10.99,69.1,10.6,71.1,12.55,65.6,11.38,65.6,,,,,,,
08/11/2012,15:00:00,12.16,71.8,9.82,80.5,10.99,77.5,11.38,80.3,10.99,69.1,10.99,71,12.55,65.6,11.38,65.6,,,,,,,
08/11/2012,16:00:00,12.16,71.8,9.82,80.5,10.99,77.5,11.38,80.3,10.99,69.1,10.99,71,12.55,65.6,11.77,65.5,,,,,,,
08/11/2012,17:00:00,12.16,71.8,10.21,80.4,10.99,77.5,11.38,80.3,10.99,69.1,10.99,71,12.55,65.6,11.77,65.5,,,,,,,
08/11/2012,18:00:00,12.16,71.8,10.21,80.4,10.99,77.5,11.77,80.2,11.38,69,10.99,71,12.55,65.6,11.77,65.8,,,,,,,
08/11/2012,19:00:00,12.16,71.8,10.21,80.4,11.38,77.4,11.77,80.2,11.38,69,10.99,71,12.55,65.6,11.77,65.8,,,,,,,
08/11/2012,20:00:00,12.16,71.8,10.21,80.4,11.38,77.4,11.77,80.2,11.38,69,11.38,70.9,12.55,65.6,11.77,65.8,,,,,,,
08/11/2012,21:00:00,12.16,71.3,10.21,80.4,11.38,77.4,11.77,80.2,11.38,68.6,11.38,70.9,12.55,65.6,12.16,65.7,,,,,,,
08/11/2012,22:00:00,12.16,71.3,10.21,80.4,11.38,77.4,12.16,79.1,11.38,68.6,11.38,70.9,12.93,65.5,12.16,65.7,,,,,,,
08/11/2012,23:00:00,12.55,71.2,10.21,80.4,11.38,76.6,12.16,79.1,11.38,68.6,11.38,70.9,12.93,65.5,12.16,65.7,,,,,,,
09/11/2012,00:00:00,12.55,71.2,10.21,80.4,11.38,77.4,12.16,80.2,11.38,68.6,11.77,70.8,12.93,65.5,12.16,65.7,,,,,,,
09/11/2012,01:00:00,12.55,71.2,10.21,80.4,11.38,76.6,12.16,79.1,11.38,68.6,11.77,70.8,12.93,65.5,12.16,65.4,,,,,,,
09/11/2012,02:00:00,12.55,71.2,10.21,80.4,11.38,76.6,12.16,79.1,11.77,68.1,11.77,70.8,12.93,65.5,12.16,65.4,,,,,,,
09/11/2012,03:00:00,12.55,71.2,10.21,80.4,11.38,76.6,12.16,79.1,11.77,68.1,11.77,70.8,12.93,65.5,12.16,65.4,,,,,,,
09/11/2012,04:00:00,12.55,71.2,10.21,80.4,11.38,76.6,12.16,79.1,11.77,68.1,11.77,70.8,12.93,65.5,12.16,65.4,,,,,,,
09/11/2012,05:00:00,12.55,71.2,10.21,80.4,11.38,76.6,12.16,79.1,11.77,68.1,11.77,70.8,12.93,65.9,12.16,65.4,,,,,,,
09/11/2012,06:00:00,12.55,70.7,10.21,80.4,11.38,76.6,12.16,79.1,11.77,68.1,11.77,70.8,12.93,65.9,12.16,65.4,,,,,,,
09/11/2012,07:00:00,12.55,70.7,10.21,80.4,11.38,76.6,12.16,79.1,11.77,67.7,11.77,70.3,12.93,65.5,12.16,65.1,,,,,,,
09/11/2012,08:00:00,12.55,70.7,10.21,80.4,11.38,76.6,12.16,78.2,11.77,67.7,11.77,70.3,12.93,65.9,12.16,65.1,,,,,,,
09/11/2012,09:00:00,12.55,70.7,10.21,80.4,11.38,76.6,12.16,78.2,11.77,67.7,11.77,70.3,12.93,65.9,12.16,65.1,,,,,,,
09/11/2012,10:00:00,12.55,70.7,10.21,80.4,11.38,76.6,12.16,78.2,11.77,67.7,11.77,70.3,12.93,65.9,12.16,65.1,,,,,,,
09/11/2012,11:00:00,12.55,70.7,10.21,79.4,11.38,76.6,12.16,78.2,11.77,67.3,11.77,70.3,12.93,65.9,12.16,65.1,,,,,,,
09/11/2012,12:00:00,12.55,70.7,10.21,79.4,11.38,76.6,12.16,78.2,11.77,67.3,11.77,69.8,12.93,65.9,12.16,64.7,,,,,,,
09/11/2012,13:00:00,12.55,70.2,10.21,79.4,11.38,76.6,12.16,78.2,11.77,67.3,11.77,69.8,12.93,65.9,12.16,64.7,,,,,,,
09/11/2012,14:00:00,12.55,70.2,10.21,79.4,11.38,76.6,11.77,78.2,11.77,67.3,11.77,69.8,12.55,66,12.16,64.7,,,,,,,
09/11/2012,15:00:00,12.55,70.2,10.21,79.4,11.38,76.6,11.77,77.3,11.77,67.3,11.77,69.8,12.55,66,12.16,64.7,,,,,,,
09/11/2012,16:00:00,12.55,70.2,10.21,79.4,11.38,76.6,11.77,77.3,11.77,66.9,11.77,69.4,12.55,66,12.16,64.4,,,,,,,
09/11/2012,17:00:00,12.55,70.2,10.21,79.4,11.38,76.6,11.77,77.3,11.77,66.9,11.77,69.4,12.55,66,12.16,64.4,,,,,,,
09/11/2012,18:00:00,12.55,70.2,10.21,79.4,11.38,76.6,11.77,77.3,11.77,66.9,11.77,69.4,12.55,66,12.16,64.4,,,,,,,
09/11/2012,19:00:00,12.55,70.2,10.21,79.4,11.38,76.6,11.77,77.3,11.77,66.9,11.38,69.5,12.55,66,12.16,64.4,,,,,,,
09/11/2012,20:00:00,12.55,70.2,10.21,79.4,11.38,76.6,11.77,77.3,11.77,66.9,11.77,69.4,12.55,65.6,12.16,64.4,,,,,,,
09/11/2012,21:00:00,12.55,70.2,10.21,79.4,11.38,76.6,11.77,77.3,11.77,66.9,11.38,69,12.55,65.6,12.16,64.4,,,,,,,
09/11/2012,22:00:00,12.55,70.2,10.6,79.3,11.38,76.6,11.77,77.3,11.77,66.5,11.38,69,12.55,65.6,12.16,64.4,,,,,,,
09/11/2012,23:00:00,12.55,69.7,10.21,79.4,11.38,76.6,11.77,77.3,11.77,66.5,11.38,69,12.55,65.6,11.77,64.2,,,,,,,
10/11/2012,00:00:00,12.55,69.7,10.6,79.3,11.38,76.6,11.38,77.4,11.77,66.5,11.38,69,12.55,65.6,12.16,64.1,,,,,,,
10/11/2012,01:00:00,12.55,69.7,10.6,79.3,11.38,76.6,11.77,77.3,11.77,66.5,11.38,69,12.55,65.6,11.77,64.2,,,,,,,
10/11/2012,02:00:00,12.16,69.8,10.6,79.3,11.38,76.6,11.77,77.3,11.77,66.5,11.38,68.6,12.55,65.6,11.77,64.2,,,,,,,
10/11/2012,03:00:00,12.55,69.7,10.6,79.3,11.38,75.8,11.77,77.3,11.77,66.5,11.38,68.6,12.55,65.6,11.77,64.2,,,,,,,
10/11/2012,04:00:00,12.55,69.7,10.6,79.3,11.38,76.6,11.77,76.5,11.77,66.5,11.38,68.6,12.55,65.6,11.77,64.2,,,,,,,
10/11/2012,05:00:00,12.16,69.8,10.6,79.3,11.38,75.8,11.38,76.6,11.77,66.2,11.38,68.6,12.55,65.6,11.77,63.9,,,,,,,
10/11/2012,06:00:00,12.16,69.8,10.6,78.4,11.38,75.8,11.38,76.6,11.77,66.2,11.38,68.6,12.55,65.6,11.77,63.9,,,,,,,
10/11/2012,07:00:00,12.16,69.3,10.6,79.3,11.38,75.8,11.38,76.6,11.77,66.2,11.38,68.2,12.55,65.6,11.77,63.9,,,,,,,
10/11/2012,08:00:00,12.16,69.3,10.6,78.4,11.38,75.8,11.38,76.6,11.77,66.2,11.38,68.2,12.55,65.6,11.77,63.9,,,,,,,
10/11/2012,09:00:00,12.16,69.3,10.6,79.3,11.38,75.8,11.38,76.6,11.77,66.2,11.38,68.2,12.55,65.6,11.77,63.9,,,,,,,
10/11/2012,10:00:00,12.16,69.3,10.6,78.4,11.38,75.8,11.38,76.6,11.77,66.2,11.38,68.2,12.55,65.6,11.77,63.9,,,,,,,
10/11/2012,11:00:00,12.16,69.3,10.6,78.4,11.38,75.8,11.38,76.6,11.77,66.2,11.38,68.2,12.55,65.6,11.77,63.9,,,,,,,
10/11/2012,12:00:00,12.16,69.3,10.6,78.4,11.38,75.8,11.38,76.6,11.77,66.2,11.38,68.2,12.55,65.6,11.77,63.6,,,,,,,
10/11/2012,13:00:00,12.16,69.3,10.6,78.4,11.38,75.8,10.99,76.6,11.77,66.2,11.38,68.2,12.55,65.6,11.77,63.6,,,,,,,
10/11/2012,14:00:00,12.16,69.3,10.6,78.4,11.38,75.8,10.99,76.6,11.77,65.8,11.38,67.8,12.55,65.6,11.77,63.6,,,,,,,
10/11/2012,15:00:00,12.16,69.3,10.6,78.4,11.38,75.8,11.38,76.6,11.77,65.8,11.38,67.8,12.55,65.6,11.77,63.6,,,,,,,
10/11/2012,16:00:00,12.16,69.3,10.6,78.4,11.38,75.8,10.99,76.6,11.77,65.8,11.38,67.8,12.55,65.6,11.77,63.6,,,,,,,
10/11/2012,17:00:00,12.16,69.3,10.6,78.4,11.38,75.8,11.38,75.8,11.77,65.8,11.38,67.8,12.55,65.6,11.77,63.6,,,,,,,
10/11/2012,18:00:00,12.16,69.3,10.6,78.4,11.38,75.8,11.38,76.6,11.77,65.8,11.38,67.8,12.55,65.6,11.77,63.6,,,,,,,
10/11/2012,19:00:00,12.16,68.8,10.6,78.4,11.38,75.8,11.38,75.8,11.77,65.8,11.38,67.8,12.55,65.6,11.77,63.6,,,,,,,
10/11/2012,20:00:00,12.16,68.8,10.6,78.4,11.38,75.8,11.38,76.6,11.77,65.8,10.99,67.9,12.55,65.6,11.38,63.7,,,,,,,
10/11/2012,21:00:00,12.16,68.8,10.6,78.4,11.38,75.8,11.38,76.6,11.77,65.8,11.38,67.8,12.55,65.6,11.77,63.6,,,,,,,
10/11/2012,22:00:00,12.16,68.8,10.6,78.4,11.38,75.8,11.38,75.8,11.77,65.8,11.38,67.8,12.55,65.3,11.77,63.6,,,,,,,
10/11/2012,23:00:00,12.16,68.8,10.6,78.4,11.38,75.8,10.99,75.9,11.77,65.8,11.38,67.8,12.55,65.3,11.77,63.6,,,,,,,
11/11/2012,00:00:00,12.16,68.8,10.6,78.4,11.38,75.8,10.99,76.6,11.38,65.9,11.38,67.8,12.55,65.3,11.38,63.7,,,,,,,
11/11/2012,01:00:00,12.16,68.8,10.6,78.4,11.38,75.8,10.99,75.9,11.77,65.8,11.38,67.8,12.55,65.3,11.38,63.4,,,,,,,
11/11/2012,02:00:00,12.16,68.4,10.6,78.4,11.38,75.8,10.99,75.9,11.38,65.6,10.99,67.9,12.55,65.3,11.38,63.4,,,,,,,
11/11/2012,03:00:00,12.16,68.4,10.6,78.4,11.38,75.8,10.99,75.9,11.38,65.6,10.99,67.9,12.16,65.4,11.38,63.4,,,,,,,
11/11/2012,04:00:00,12.16,68.4,10.21,78.4,10.99,75.9,10.99,75.9,11.38,65.6,10.99,67.5,12.16,65.4,11.38,63.4,,,,,,,
11/11/2012,05:00:00,11.77,68.5,10.21,78.4,10.99,75.9,10.99,75.9,11.38,65.6,10.99,67.5,12.16,65.4,11.38,63.1,,,,,,,
11/11/2012,06:00:00,11.77,68.5,10.21,78.4,10.99,75.9,10.6,75.9,11.38,65.6,10.99,67.5,12.16,65.4,11.38,63.1,,,,,,,
11/11/2012,07:00:00,11.77,68.5,10.21,78.4,10.99,75.1,10.6,75.2,11.38,65.6,10.99,67.5,12.16,65.1,11.38,63.1,,,,,,,
11/11/2012,08:00:00,11.77,68.1,10.21,78.4,10.99,75.1,10.6,75.2,11.38,65.2,10.99,67.5,12.16,65.1,10.99,63,,,,,,,
11/11/2012,09:00:00,11.77,68.1,10.21,78.4,10.6,75.2,10.21,75.3,11.38,65.2,10.6,67.2,11.77,65.1,10.99,63,,,,,,,
11/11/2012,10:00:00,11.38,68.2,10.21,78.4,10.6,75.2,10.21,75.3,10.99,65.3,10.6,67.2,11.77,65.1,10.99,63,,,,,,,
11/11/2012,11:00:00,11.38,68.2,9.82,77.6,10.6,75.2,10.21,75.3,10.99,65.3,10.6,67.2,11.77,65.1,10.99,62.7,,,,,,,
11/11/2012,12:00:00,11.38,68.2,9.82,77.6,10.6,75.2,10.21,75.3,10.99,65,10.21,67.3,11.77,65.1,10.6,62.8,,,,,,,
11/11/2012,13:00:00,11.38,67.8,9.82,77.6,10.6,75.2,10.21,75.3,10.99,65,10.21,66.9,11.77,65.1,10.6,62.8,,,,,,,
11/11/2012,14:00:00,11.38,67.8,9.82,77.6,10.6,75.2,9.82,75.3,10.99,65,10.21,66.9,11.77,64.8,10.6,62.5,,,,,,,
11/11/2012,15:00:00,11.38,67.8,9.82,77.6,10.21,75.3,9.82,75.3,10.99,65,10.21,66.6,11.38,64.9,10.6,62.5,,,,,,,
11/11/2012,16:00:00,10.99,67.9,9.82,77.6,10.21,75.3,9.82,75.3,10.6,65.1,10.21,66.6,11.38,64.9,10.6,62.5,,,,,,,
11/11/2012,17:00:00,10.99,67.9,9.82,77.6,10.21,75.3,9.82,75.3,10.6,65.1,9.82,66.7,11.38,64.9,10.21,62.6,,,,,,,
11/11/2012,18:00:00,10.99,67.9,9.82,77.6,10.21,75.3,10.21,75.3,10.6,65.1,9.82,66.7,11.38,64.9,10.6,62.5,,,,,,,
11/11/2012,19:00:00,10.99,68.3,9.82,77.6,10.21,74.6,10.21,75.3,10.6,64.8,10.21,66.2,11.38,64.9,10.6,62.3,,,,,,,
11/11/2012,20:00:00,11.38,68.6,9.82,76.8,10.21,73.9,10.21,75.3,10.6,64.8,10.21,65.9,11.77,65.1,10.99,62.4,,,,,,,
11/11/2012,21:00:00,11.38,69.9,9.82,76.8,10.6,74.5,10.6,75.9,10.6,64.8,10.21,65.5,11.77,65.1,10.99,62.7,,,,,,,
11/11/2012,22:00:00,11.77,70.3,9.82,76.8,10.6,75.9,10.99,75.9,10.6,64.8,10.6,65.4,12.16,64.7,11.38,63.1,,,,,,,
11/11/2012,23:00:00,11.77,70.3,9.82,77.6,10.6,75.9,10.99,76.6,10.99,65,10.6,65.8,12.16,65.4,11.38,63.7,,,,,,,
12/11/2012,00:00:00,11.38,69.9,9.82,77.6,10.6,75.9,10.99,76.6,10.99,65.7,10.6,66.5,12.16,65.1,11.38,63.7,,,,,,,
12/11/2012,01:00:00,11.38,69.5,9.82,77.6,10.6,75.9,10.99,76.6,10.99,66,10.6,66.8,12.16,65.1,11.38,63.7,,,,,,,
12/11/2012,02:00:00,11.38,69.5,9.82,78.5,10.6,75.9,10.99,76.6,10.99,66,10.99,67.1,12.16,64.7,11.38,63.7,,,,,,,
12/11/2012,03:00:00,11.38,69,9.82,78.5,10.6,75.9,10.99,76.6,10.99,66.4,10.99,67.1,12.16,64.7,11.38,63.7,,,,,,,
12/11/2012,04:00:00,11.38,69,9.82,78.5,10.6,75.9,10.99,77.5,10.99,66.4,10.99,67.5,12.16,64.7,11.38,63.7,,,,,,,
12/11/2012,05:00:00,11.38,69,9.82,78.5,10.6,75.9,10.99,77.5,10.99,66.4,10.99,67.5,12.16,64.4,11.38,63.7,,,,,,,
12/11/2012,06:00:00,11.38,69,9.82,78.5,10.6,75.9,11.38,77.4,10.99,66.4,10.99,67.5,11.77,64.5,11.38,63.7,,,,,,,
12/11/2012,07:00:00,11.38,69,9.82,78.5,10.6,75.2,10.99,77.5,10.99,66.4,10.99,67.9,11.77,64.5,11.38,63.4,,,,,,,
12/11/2012,08:00:00,11.77,69.4,9.82,77.6,10.6,75.2,10.99,77.5,10.99,66,10.99,67.1,12.16,64.1,11.38,63.4,,,,,,,
12/11/2012,09:00:00,11.38,69.9,9.82,78.5,10.6,75.9,10.99,77.5,10.99,66,10.99,67.1,12.16,64.4,11.38,63.7,,,,,,,
12/11/2012,10:00:00,11.38,69.5,9.82,78.5,10.6,75.9,11.38,77.4,10.99,66.4,10.99,67.5,12.16,64.7,11.38,63.7,,,,,,,
12/11/2012,11:00:00,11.38,69.5,9.82,78.5,10.6,75.9,10.99,77.5,10.99,66.4,10.99,67.5,12.16,64.7,11.38,64,,,,,,,
12/11/2012,12:00:00,11.38,69.5,9.82,78.5,10.6,75.9,10.99,77.5,10.99,66.7,10.6,67.9,12.16,64.7,11.38,64,,,,,,,
12/11/2012,13:00:00,11.38,69.5,9.82,78.5,10.6,75.9,10.99,77.5,10.99,66.7,10.6,67.9,12.16,64.7,11.38,64,,,,,,,
12/11/2012,14:00:00,11.38,69.5,9.82,78.5,10.6,75.9,10.99,77.5,10.6,66.8,10.6,67.9,12.16,64.7,11.38,64,,,,,,,
12/11/2012,15:00:00,11.38,69.5,9.82,78.5,10.6,75.9,10.99,77.5,10.6,66.8,10.6,67.9,12.16,64.7,11.38,64,,,,,,,
12/11/2012,16:00:00,11.38,69.5,9.82,78.5,10.6,75.9,10.99,77.5,10.6,66.8,10.6,68.3,12.16,64.7,11.38,64,,,,,,,
12/11/2012,17:00:00,11.38,69.5,9.82,78.5,10.6,75.9,10.6,77.5,10.6,66.8,10.6,68.3,12.16,64.7,11.38,63.7,,,,,,,
12/11/2012,18:00:00,11.38,69.9,9.82,78.5,10.6,75.9,10.6,77.5,10.6,66.8,10.6,67.9,12.16,64.7,11.38,63.7,,,,,,,
12/11/2012,19:00:00,11.38,69.9,9.82,78.5,10.6,75.9,10.99,77.5,10.6,67.2,10.6,67.9,12.16,65.1,11.38,63.7,,,,,,,
12/11/2012,20:00:00,11.77,70.8,9.82,78.5,10.6,75.9,10.99,77.5,10.99,67.1,10.6,67.9,12.16,65.1,11.38,63.7,,,,,,,
12/11/2012,21:00:00,11.77,71.3,9.82,78.5,10.6,75.9,10.99,77.5,10.99,67.1,10.6,67.2,12.55,65,11.38,64,,,,,,,
12/11/2012,22:00:00,12.16,72.4,10.21,78.4,10.99,75.9,10.99,78.3,10.99,67.1,10.6,67.2,12.93,65.2,11.77,64.2,,,,,,,
12/11/2012,23:00:00,12.16,73,10.21,78.4,10.99,76.6,11.38,78.3,10.99,67.5,10.99,67.1,12.93,65.2,11.77,64.8,,,,,,,
13/11/2012,00:00:00,12.16,73,10.21,78.4,10.99,76.6,11.38,79.2,10.99,67.9,10.99,67.5,13.32,65.4,12.16,65.1,,,,,,,
13/11/2012,01:00:00,12.16,72.4,10.21,78.4,10.99,77.5,11.38,79.2,11.38,68.2,10.99,68.3,13.32,65.1,12.16,65.4,,,,,,,
