Time [d],VTT Mould Index [-]
47.83333333333333,0.629791
47.875,0.630325
47.916666666666664,0.630858
47.95833333333333,0.631392
48,0.631926
48.041666666666664,0.632461
48.08333333333333,0.632871
48.125,0.633282
48.166666666666664,0.633693
48.20833333333333,0.634103
48.25,0.634514
48.291666666666664,0.634925
48.33333333333333,0.635335
48.375,0.635746
48.416666666666664,0.636157
48.45833333333333,0.636567
48.5,0.636978
48.541666666666664,0.637388
48.58333333333333,0.637799
48.625,0.63821
48.666666666666664,0.63862
48.70833333333333,0.639031
48.75,0.639441
48.791666666666664,0.639852
48.83333333333333,0.640262
48.875,0.640673
48.916666666666664,0.641207
48.95833333333333,0.641618
49,0.642028
49.041666666666664,0.642439
49.08333333333333,0.642849
49.125,0.64326
49.166666666666664,0.64367
49.20833333333333,0.644081
49.25,0.644491
49.291666666666664,0.644902
49.33333333333333,0.645312
49.375,0.645722
49.416666666666664,0.646133
49.45833333333333,0.646543
49.5,0.646946
49.541666666666664,0.647348
49.58333333333333,0.647751
49.625,0.648153
49.666666666666664,0.648556
49.70833333333333,0.648958
49.75,0.649361
49.791666666666664,0.649763
49.83333333333333,0.650165
49.875,0.650699
49.916666666666664,0.651405
49.95833333333333,0.652124
50,0.652843
50.041666666666664,0.653549
50.08333333333333,0.654255
50.125,0.654789
50.166666666666664,0.655322
50.20833333333333,0.655856
50.25,0.656389
50.291666666666664,0.656923
50.33333333333333,0.657456
50.375,0.65799
50.416666666666664,0.658513
50.45833333333333,0.659036
50.5,0.659559
50.541666666666664,0.660082
50.58333333333333,0.660606
50.625,0.661129
50.666666666666664,0.661652
50.70833333333333,0.662175
50.75,0.662688
50.791666666666664,0.663211
50.83333333333333,0.663724
50.875,0.664237
50.916666666666664,0.66475
50.95833333333333,0.665263
51,0.665776
51.041666666666664,0.666289
51.08333333333333,0.666802
51.125,0.667187
51.166666666666664,0.667573
51.20833333333333,0.667958
51.25,0.668343
51.291666666666664,0.668729
51.33333333333333,0.669114
51.375,0.6695
51.416666666666664,0.669885
51.45833333333333,0.670269
51.5,0.670653
51.541666666666664,0.671037
51.58333333333333,0.671421
51.625,0.671805
51.666666666666664,0.672189
51.70833333333333,0.672573
51.75,0.672957
51.791666666666664,0.673341
51.83333333333333,0.673725
51.875,0.674109
51.916666666666664,0.674494
51.95833333333333,0.674879
52,0.675264
52.041666666666664,0.67565
52.08333333333333,0.676035
52.125,0.67642
52.166666666666664,0.676805
52.20833333333333,0.67719
52.25,0.677576
52.291666666666664,0.677959
52.33333333333333,0.678343
52.375,0.678727
